prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon,ppl_num_scored_tokens,ppl_nll_sum,ppl_avg_nll,ppl
14,Fixed Delta 1.7,1.7,,,"The location of the July 15, 2002 flare is shown at left. The other panels compare the scale of Earth to the eruptions. Red shows superheated gas held together by magnetic fields. The time sequence lasts only 80 seconds and yet reveals tremendous"," growth and eruption power. The blue and green bars on the right show the same two events, but spread over minutes. The dot and circle show the approximate positions of the flares. Credit: Steve St. Pierre/NASA Earth Observatory/Earth Science Technology Laboratory

(Phys.org) -- The 2002 CHANGO and 2003-BULLET flares occurred in May of this year with nearly identical but much larger eruptions. The CHANGO eruptions were well-documented and the details have",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,75,0.7466666666666667,0.9864864864864865,0.2533333333333333,1.7,1.7,1.7,,,,,,,,,,,,,,100,255.50000000,2.55500000,12.87129966
15,Fixed Delta 1.7,1.7,,,"Last summer I took a cross-country road trip with a group of people driving different types of electric vehicles. It was an amazing experience, and our trip, our adventures, and our misadventures were portrayed in the documentary Kick Gas.","

The documentary was set up as a road trip, and it followed a group of friends driving around California. The documentary follows the driving, the talking, the arguing, the laughing, the crying, the arguing, the laughing, and the crying.

I was lucky enough to meet most of the people on the trip, and I chatted with several of them about their experiences. Because of this conversation, I have come to a few conclusions about electric vehicle drivers.

They may",99,49,0.494949494949495,5.628510875900897,9.088602153646789e-09,Watermarked,0.9999999909113978,79,0.6329113924050633,0.9230769230769231,0.36708860759493667,1.7,1.7,1.7,,,,,,,,,,,,,,100,169.75000000,1.69750000,5.46027962
16,Fixed Delta 1.7,1.7,,,"Larry checks in with KPCC reporter Sharon McNary, who’s been hitting up several polling stations in Orange County and Los Angeles County, as well as Registrar of Voters for O.C. and L.A. After being a final","ist for the national award for reporting last year, McNary, herself a former KPCC news reporter, said she has become even more determined to keep the story on track in 2012.

As is his wont, KPCC Senior Vice President Larry Mantle checks in with KPCC’s political reporter, Sharon McNary, who's in Orange County and Los Angeles County covering this year's election.",82,43,0.524390243902439,5.738190417570045,4.784674540971883e-09,Watermarked,0.9999999952153255,62,0.8548387096774194,1.0,0.14516129032258063,1.7,1.7,1.7,,,,,,,,,,,,,,82,141.25000000,1.72256098,5.59884863
17,Fixed Delta 1.7,1.7,,,"According to Variety, one of the movies about the 1973 tennis match between Billie Jean King and Bobby Riggs is recasting one of its leads. No, not the serious one that HBO is doing with Elizabeth Banks and Paul Giamatti, and"," the serious one that was set up at Fox with Brad Pitt, Christian Bale, and Jennifer Lawrence. (We still don’t know if the first movie is still happening, or if it’ll be in development hell.) The one that The New York Times says was supposed to star Bryan Cranston‘s Breaking Bad co-star Aaron Paul, but then wasn’t.

According to the Times, Paul “will not be seen” in the movie,",99,44,0.4444444444444444,4.467993169529578,3.947841320552369e-06,Watermarked,0.9999960521586795,74,0.7567567567567568,0.9863013698630136,0.2432432432432432,1.7,1.7,1.7,,,,,,,,,,,,,,100,169.00000000,1.69000000,5.41948071
18,Fixed Delta 1.7,1.7,,,Health authorities in New Zealand said that about 200 passengers on the Dawn Princess ship became infected with the norovirus. The ship was scheduled to leave for Australia on Monday. The last time there was a norovirus outbreak on the ship was back, in May when 19 people became ill.,8,5,0.625,2.4494897427831783,0.007152939217714809,Human/Unwatermarked,0.0,7,1.0,1.0,0.0,1.7,1.7,1.7,,,,,,,,,,,,,,8,15.28125000,1.91015625,6.75414405
19,Fixed Delta 1.7,1.7,,,"Politico, which broke the PR story, reports, “The group circulated a memo to reporters and producers late Monday that discouraged them from airing the undercover videos, arguing that they were obtained under false identification and violated patient privacy. ‘Those patients"," who are in those videos are not who they say they are,’ the memo said, adding that they failed to disclose their ‘business’ relationship with Planned Parenthood.”

They added, “The group also said the recordings violated federal law that prohibits anyone from making false statements ‘with intent to influence’ the federal government’s decision on whether or not to fund a vendor. The group also said the videos would violate patient privacy laws. The undercover material",99,48,0.48484848484848486,5.396407334626633,3.399424987395955e-08,Watermarked,0.9999999660057501,76,0.6973684210526315,0.9466666666666667,0.3026315789473685,1.7,1.7,1.7,,,,,,,,,,,,,,100,161.62500000,1.61625000,5.03417671
20,Fixed Delta 1.7,1.7,,,"NEW YORK (AP) — Could the U.S. lose its top credit rating even if a deal is reached to raise the debt limit? Market analysts and investors increasingly say yes. The outcome won't be quite as scary as a default,"," but it could jolt the economy and put millions of Americans out of work.

The biggest risk is still a ""chatroom"" default in February, which would trigger a sell-off bigger than the 2008 financial crisis, said Paul Christopher, head of global markets research at Wells Fargo Investment Institute.

Treasury Secretary Jacob Lew said Tuesday that the government would exhaust ""every option"" to avoid default. If the government can't pay all of its bills, it could start to miss payments",99,49,0.494949494949495,5.628510875900897,9.088602153646789e-09,Watermarked,0.9999999909113978,80,0.8125,0.9746835443037974,0.1875,1.7,1.7,1.7,,,,,,,,,,,,,,100,160.25000000,1.60250000,4.96543050
21,Fixed Delta 1.7,1.7,,,MAMADOU SAKHO remains unavailable for selection for Liverpool's Europa League semi-final first leg clash with Villarreal in Spain on Thursday (8.05pm). The defender will not be considered for selection while he is being investigated," for an alleged incident in his hotel room last week.

The Brazilian has taken time off from his training duties at Melwood and has flown to Spain to meet with investigators from the Football Association about an incident in his hotel room last Wednesday.

Sakho, who has been left out of the Reds squad for their Premier League match with Burnley, has been given a chance to speak to the FA and the club have reiterated their backing of the player, who could face a lengthy ban",99,49,0.494949494949495,5.628510875900897,9.088602153646789e-09,Watermarked,0.9999999909113978,87,0.6781609195402298,0.9186046511627907,0.32183908045977017,1.7,1.7,1.7,,,,,,,,,,,,,,100,165.37500000,1.65375000,5.22654266
22,Fixed Delta 1.7,1.7,,,"IHS Markit INFO, -0.02% a world leader in critical information, analytics and solutions, expanded its alternative data offering for asset managers with the launch of new stock selection and strategy signals covering the automotive sector. Covering more than"," 4,000 auto manufacturers, the signal suite will roll out to approximately 70% of the global automotive universe within three years.

""As the first of its kind, our alternative data solution for auto manufacturers is a great opportunity for fund managers to make the right investment decisions with data-driven insights,"" said Jeff Engel, chief executive officer of IHS Markit. ""We're delighted to bring this critical information to the auto sector, which has historically been overlooked for its data. I'm proud",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,81,0.7901234567901234,0.9875,0.2098765432098766,1.7,1.7,1.7,,,,,,,,,,,,,,100,189.37500000,1.89375000,6.64423791
23,Fixed Delta 1.7,1.7,,,"MK Moshe Feiglin in a Knesset committee meeting, next to MK Ahmad Tibi, in 2014. It appears Feiglin is on his way back to the Knesset, while Tibi just sank below the threshold minimum vote", to enter the parliament. Photo: AFP,8,3,0.375,0.8164965809277261,0.2071080891212626,Human/Unwatermarked,0.0,6,1.0,1.0,0.0,1.7,1.7,1.7,,,,,,,,,,,,,,8,15.04687500,1.88085938,6.55913920
24,Fixed Delta 1.7,1.7,,,"SOUND FORGE Audio Cleaning Lab can be used to record any sound you can hear on your computer - from internet radio to LPs and tapes which have been connected to the sound card. When recording older material, particularly when it has been stored"," in an analog format such as a tape or CD, you might experience problems with audio artifacts such as hiss and digital interference. The Sound Forge Audio Cleaning Lab is perfect for this task, as it uses a high frequency sine wave to eliminate these issues. The Sound Forge Audio Cleaning Lab gives you a way to clean-up old recordings so they sound as good as they did when they were first recorded. The Sound Forge Audio Cleaning Lab uses a frequency range that is ideal for this",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,89,0.651685393258427,0.8522727272727273,0.348314606741573,1.7,1.7,1.7,,,,,,,,,,,,,,100,150.12500000,1.50125000,4.48729468
25,Fixed Delta 1.7,1.7,,,"What’s the news? A couple of weeks ago, Instagram promised you’d be able to download your data from its servers. It’s now rolled out that feature, as first reported by TechCrunch. It includes photos,"," videos and stories from the past 24 months.

You can access the data on an Android device (not iOS at this time) by going to Settings > General and tapping on “Download and Backup your data” at the bottom. You need to enter a Google account. It seems you have to’ve used the service for more than a year to get it. You can also set up a PIN to unlock the data.

In order to protect your privacy, the company",99,48,0.48484848484848486,5.396407334626633,3.399424987395955e-08,Watermarked,0.9999999660057501,81,0.7037037037037037,0.975,0.2962962962962963,1.7,1.7,1.7,,,,,,,,,,,,,,100,172.75000000,1.72750000,5.62656989
26,Fixed Delta 1.7,1.7,,,"President Donald Trump returned to Washington, DC on Monday for a very important event. It was not for a meeting with an international leader. And it was not for a joint session of Congress. No, on this day, Trump greeted thousands"," of supporters in support of his tax bill, which he believes will bring back jobs and spur economic growth.

""We are here to deliver a great American triumph and a great American comeback,"" Trump said in front of the White House.

""It's a great day for our country,"" he added. ""It's a great day for the American people.""

""It's a great day,"" Trump stressed again. ""It's a great, great day.""

""It",99,47,0.47474747474747475,5.164303793352369,1.2066773532761895e-07,Watermarked,0.9999998793322646,71,0.6197183098591549,0.8142857142857143,0.3802816901408451,1.7,1.7,1.7,,,,,,,,,,,,,,100,128.50000000,1.28500000,3.61466796
27,Fixed Delta 1.7,1.7,,,"So you might ask yourself, “What is going on?” How can things be so bad that educators feel the need to petition? Superintendent Michael Hanson’s administration issued a mandate to all school principals, vice principals and counselors"," to focus more on athletics and extracurricular activities. The mandate has been dubbed the “Return to Zero” initiative and it’s something that Hanson and the administration have been working on since the start of the school year. The mandate is to focus more on academics, which Hanson and the administration believe is a better investment of the student’s time. The superintendent, along with school board president Steve Scott, said “This is something we’ve been working on",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,79,0.620253164556962,0.8717948717948718,0.379746835443038,1.7,1.7,1.7,,,,,,,,,,,,,,100,174.00000000,1.74000000,5.69734342
28,Fixed Delta 1.7,1.7,,,"ST. JOHNS COUNTY, Fla. - Commissioners in St. Johns County voted unanimously to postpone any legislative action against a localized ban of a substance that the DEA has classified as a ""drug of concern."" According to a report by the St",". Johns County Sheriff's Office, Saint Johns County has no illegal substances in its jail. The report says the DEA has determined that the substance, known as methamphetamine, is simply a recreational drug. The DEA has placed it on the ""drug of concern"" list. The DEA reported that the use of methamphetamine is on the rise nationwide, with more than 45,000 arrests for possession in 2012, and more than one thousand of those arrests were in Florida. The DEA has not determined if the use of",99,44,0.4444444444444444,4.467993169529578,3.947841320552369e-06,Watermarked,0.9999960521586795,86,0.627906976744186,0.8588235294117647,0.37209302325581395,1.7,1.7,1.7,,,,,,,,,,,,,,100,168.37500000,1.68375000,5.38571458
29,Fixed Delta 1.7,1.7,,,"This was Reinsdorf's reply on Friday when asked whether the preseason announcement that Phil Jackson will not return as coach of the Bulls next season is, as the French saying goes, a fact accomplished. And the notation on the desk of Re","insdorf, chairman of the Chicago Bulls and owner of the NBA's worst team this season, says, yes, it is a fact accomplished.

""I told Phil that if he wants to come back in any capacity, we will welcome it,"" Reinsdorf said, ""but if he’s not interested in that, that’s his decision.""

Since Reinsdorf gave the order, Jackson has said he would not return as coach of the Bulls",99,33,0.3333333333333333,1.9148542155126762,0.027755549048935523,Human/Unwatermarked,0.0,70,0.7571428571428571,0.9565217391304348,0.24285714285714288,1.7,1.7,1.7,,,,,,,,,,,,,,100,128.50000000,1.28500000,3.61466796
30,Fixed Delta 1.7,1.7,,,"(HOST) As the season for summer blockbuster movies about super heroes and rings of power approaches, commentator Willem Lange is feeling nostalgic for other mighty champions of yesteryear. early western United States. Nowhere in the pages of history can"," there be found the name of the Mighty One, the man who killed the first cow. He was not a villain, he was a man who could do unspeakable evil with a

As the season for summer blockbuster movies about super heroes and rings of power approaches, commentator Willem Lange is feeling nostalgic for other mighty champions of yesteryear. Early western United States. Nowhere in the pages of history can there be found the name of the Mighty One, the man who killed the first",99,45,0.45454545454545453,4.700096710803842,1.3001915629892368e-06,Watermarked,0.999998699808437,85,0.6352941176470588,0.8095238095238095,0.3647058823529412,1.7,1.7,1.7,,,,,,,,,,,,,,100,108.12500000,1.08125000,2.94836270
31,Fixed Delta 1.7,1.7,,,"This is the news you’re looking for. Carrie Fisher has seemingly confirmed to Palm Beach Illustrated magazine that she will be returning to that Galaxy Far, Far Away for J.J. Abrams’ Star Wars: Episode VII. Taken"," in context with the fact that the movie was set on May 25, 1997, that means Fisher will reprise her role as Princess Leia Organa in Episode VII.

Fisher returned to work after suffering a cardiac seizure on a flight from London to Los Angeles on December 23. She has since been hospitalized in Los Angeles and has been recuperating at home. According to Palm Beach Illustrated, Fisher has been asking the publication’s editors if she could fit in an interview for the magazine",99,39,0.3939393939393939,3.307475463158259,0.00047070479296677613,Human/Unwatermarked,0.0,85,0.7529411764705882,0.9761904761904762,0.24705882352941178,1.7,1.7,1.7,,,,,,,,,,,,,,100,148.75000000,1.48750000,4.42601663
32,Fixed Delta 1.7,1.7,,,"numerous aunts, uncles and cousins. She attended Shanksville Stonycreek High School and was a member of St. Paul's Lutheran Church, Buckstown. Family will receive friends from 2 to 4 p.m. and 6"," to 8 p.m. Tuesday, May 26, 2020, at the J. Bradley McGonigle Funeral Home Inc., 1090 E. State St. at Pine Ave., Ambridge.",41,19,0.4634146341463415,3.1558437213360127,0.0008001729076726753,Human/Unwatermarked,0.0,24,0.9583333333333334,1.0,0.04166666666666663,1.7,1.7,1.7,,,,,,,,,,,,,,41,40.18750000,0.98018293,2.66494369
33,Fixed Delta 1.7,1.7,,,"In the market for a low-cost networked storage solution? You may want to take a look at the Netgear ReadyNAS 104. Typically, home users have been subjected to very few, true performance NAS products. If you wanted true performance"," NAS, you would need to shell out a lot on your own. The ReadyNAS 104, however, is built for people who are not looking to shell out a lot, but want to make sure that they have access to all of the benefits of a performance NAS. Considering that these are the types of people who would use a ReadyNAS in the first place, we are confident that the ReadyNAS 104 will meet most of their needs.

Netgear ReadyNAS 104: Setup and Performance
",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,83,0.6385542168674698,0.9024390243902439,0.3614457831325302,1.7,1.7,1.7,,,,,,,,,,,,,,100,153.75000000,1.53750000,4.65294336
34,Fixed Delta 1.7,1.7,,,"No, Trump can’t pardon himself. The Constitution tells us so. Correction: An earlier version of this op-ed misspelled the name of former defense secretary Caspar Weinberger. This version has been updated. Laurence"," Tribe is a constitutional law professor at Harvard.

Donald Trump is narcissistic enough to believe he can pardon himself. He could. The Constitution makes it clear. But he can’t. If he gets impeached by the House and convicted by the Senate, that might be enough, because the Constitution also says that a president may not be removed from office, or even forced from office, unless “treason, bribery, or other high crimes and misdemeanors” is found by",99,43,0.43434343434343436,4.235889628255314,1.138242922895398e-05,Watermarked,0.9999886175707711,77,0.7402597402597403,0.9473684210526315,0.2597402597402597,1.7,1.7,1.7,,,,,,,,,,,,,,100,133.25000000,1.33250000,3.79050782
35,Fixed Delta 1.7,1.7,,,"MANILA, Philippines — The state-run Land Bank of the Philippines (Landbank) has extended by one more month or until Jan. 31 next year its revised offer to buy out existing Philippine Dealing System Holdings Corp. (PDS) shareholders"," for $212 million.

Landbank made the offer to PDS shareholders on Dec. 15 last year but it has yet to get approval from the Securities and Exchange Commission (SEC).

Landbank is currently verifying the ownership status of the largest shareholders of PDS.

The PDS board’s recommendation to the SEC to approve the Landbank offer was based on the fact that the Landbank offer would extend the maximum period of investment in PDS until May 31 next year",99,42,0.42424242424242425,4.003786086981051,3.1168367625803447e-05,Watermarked,0.9999688316323742,78,0.6666666666666666,0.974025974025974,0.33333333333333337,1.7,1.7,1.7,,,,,,,,,,,,,,100,159.25000000,1.59250000,4.91602364
36,Fixed Delta 1.7,1.7,,,Jerry Springer says he is still deciding whether he will run for Ohio governor in 2018. Speculation around Springer’s potential gubernatorial bid has been growing for several months. The Enquirer also reported Wednesday that Springer is soliciting feedback from," donors about his interest in seeking the governorship.

Jerry Springer says he is still deciding whether he will run for Ohio governor in 2018. Speculation around Springer’s potential gubernatorial bid has been growing for several months. The Enquirer also reported Wednesday that Springer is soliciting feedback from donors about his interest in seeking the governorship.

Never miss a story

Choose the plan that's right for you.
Digital access or digital and print delivery.",96,28,0.2916666666666667,0.9428090415820635,0.17288929307558015,Human/Unwatermarked,0.0,74,0.7567567567567568,0.9041095890410958,0.2432432432432432,1.7,1.7,1.7,,,,,,,,,,,,,,96,31.56250000,0.32877604,1.38926668
37,Fixed Delta 1.7,1.7,,,"It’s a continuation of a trend they have seen over the last several years. “It’s been almost three years of nothing but above normal temperatures for the most part,” Zierden told the Bradenton Herald",". “It’s really starting to roll out, and the signs are not good.”

Though the long-range outlook for Florida is still optimistic, Zierden said there is no doubt about the current weather pattern. The state’s salt marsh, which provides habitat for hundreds of species of plants and animals, is drying out. According to Zierden, “The marsh is dying.”

In fact, Zierden said Florida�",99,41,0.41414141414141414,3.7716825457067866,8.107523404471492e-05,Human/Unwatermarked,0.0,65,0.7230769230769231,0.984375,0.27692307692307694,1.7,1.7,1.7,,,,,,,,,,,,,,100,174.00000000,1.74000000,5.69734342
38,Fixed Delta 1.7,1.7,,,"Originally Published: September 24, 2018 8 p.m. Soledad O’Brien, 10 to 11:30 a.m., Yavapai College Performing Arts Center, 1100 E Sheldon St, Prescott. Hear her take"," on the weekend’s politics and politics-related headlines, and hear her thoughts on the current state of our political climate.

9 to 10:30 a.m., Yavapai College Performing Arts Center, 1100 E Sheldon St, Prescott. A panel of political and media experts discuss the weekend’s politics and politics-related headlines.

11 a.m., Yavapai College Performing Arts Center, 1100 E Sheldon St, Prescott. A discussion",99,28,0.2828282828282828,0.7543365091413573,0.22532359255077888,Human/Unwatermarked,0.0,68,0.5735294117647058,0.7014925373134329,0.42647058823529416,1.7,1.7,1.7,,,,,,,,,,,,,,100,94.12500000,0.94125000,2.56318340
